"Event.Index","UTC.Timestamp","UTC.Date","Participant.Private.ID","Task.Version","Trial.Number","Response","display","ARGUER_ID","discuss_1","read_1","gender","edu","argument_ID","Arg_Position","Arguments","stanely_V","stanley_Nv","intellectual_v_1","intellectual_v_2","intellectual_v_3","intellectual_Nv_1","intellectual_Nv_2","intellectual_Nv_3","morality_v_1","morality_v_2","morality_v_3","morality_Nv_1","morality_Nv_2","morality_Nv_3","rater_position","response_ratings","argument_index","Rater_ID","argument_Position","Arguer_Position","ITT_Condition_ProArguers","ITT_Condition_AntiArguers","ITT_cond","ITT_Baseline_ProArguers","ITT_Baseline_AntiArguers","passedITT","passed_relative_ITT"
14,1647017779714,"11/03/2022 16:56:19",6023541,7,12,"Somewhat Disagree","statements",48,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",4,"Non_vegan","Animals are well looked after",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Somewhat Agree","Anti",3,286,143,"Against","PRO",1,0,1,0,0,0,0
17,1647017793837,"11/03/2022 16:56:33",6023541,7,15,"Agree","statements",45,"A few times a year","A few times a year","Non-binary","Undergraduate degree (BSc, BA)",4,"Non_vegan","I think I can't get enough protein on a vegan diet",NA,"Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Anti",6,268,143,"Against","PRO",1,0,1,0,0,1,1
18,1647017797184,"11/03/2022 16:56:37",6023541,7,16,"Agree","statements",44,"Once or twice a year","Rarely","Female","Undergraduate degree (BSc, BA)",6,"Non_vegan","Other members of my household wouldn't like it. ",NA,"Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Somewhat Agree","Disagree","Disagree","Anti",6,264,143,"Against","PRO",1,0,1,0,0,1,1
19,1647017803747,"11/03/2022 16:56:43",6023541,7,17,"Somewhat Agree","statements",47,"Rarely","Once or twice a year","Female","Undergraduate degree (BSc, BA)",6,"Non_vegan","I don't understand how much animals suffer ",NA,"Neither Agree nor Disagree",NA,NA,NA,"Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Disagree","Disagree","Anti",5,282,143,"Against","PRO",1,0,1,0,0,0,1
20,1647017806315,"11/03/2022 16:56:46",6023541,7,18,"Agree","statements",44,"Once or twice a year","Rarely","Female","Undergraduate degree (BSc, BA)",4,"Non_vegan","I wouldn't get enough protein if I was vegan.",NA,"Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Somewhat Agree","Disagree","Disagree","Anti",6,262,143,"Against","PRO",1,0,1,0,0,1,1
21,1647017809911,"11/03/2022 16:56:49",6023541,7,19,"Strongly Agree","statements",48,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",5,"Non_vegan","I need meat to survive otherwise I feel hungry",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Somewhat Agree","Anti",7,287,143,"Against","PRO",1,0,1,0,0,1,1
23,1647017818053,"11/03/2022 16:56:58",6023541,7,21,"Neither Agree nor Disagree","statements",46,"Most weeks","Most weeks","Female","Undergraduate degree (BSc, BA)",5,"Non_vegan","Animals's purpose is to be eaten",NA,"Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Disagree","Anti",4,275,143,"Against","PRO",1,0,1,0,0,0,1
26,1647017831276,"11/03/2022 16:57:11",6023541,7,24,"Neither Agree nor Disagree","statements",41,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",6,"Non_vegan","A vegan diet is tasteless.",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",4,246,143,"Against","PRO",1,0,1,0,0,0,1
28,1647017838648,"11/03/2022 16:57:18",6023541,7,26,"Strongly Agree","statements",42,"Rarely","Most weeks","Female","A levels",5,"Non_vegan","I couldn't possibly live without dairy/eggs/bacon and/or other meat.",NA,"Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Agree",NA,NA,NA,"Agree","Somewhat Disagree","Somewhat Agree","Anti",7,251,143,"Against","PRO",1,0,1,0,0,1,1
29,1647017841582,"11/03/2022 16:57:21",6023541,7,27,"Agree","statements",43,"Most months","Most months","Female","A levels",6,"Non_vegan","Habit, tradition, it's always been like this",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Agree","Somewhat Agree","Somewhat Disagree","Anti",6,258,143,"Against","PRO",1,0,1,0,0,1,1
35,1647017878670,"11/03/2022 16:57:58",6023541,7,33,"Agree","statements",45,"A few times a year","A few times a year","Non-binary","Undergraduate degree (BSc, BA)",6,"Non_vegan","it's easier to eat at a restaurant or buy ready-to-eat food when you are not vegan",NA,"Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Anti",6,270,143,"Against","PRO",1,0,1,0,0,1,1
38,1647017966164,"11/03/2022 16:59:26",6023541,7,36,"Agree","statements",45,"A few times a year","A few times a year","Non-binary","Undergraduate degree (BSc, BA)",5,"Non_vegan","I tried to eat plant based food once and felt sick",NA,"Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Anti",6,269,143,"Against","PRO",1,0,1,0,0,1,1
39,1647017966164,"11/03/2022 16:59:26",6023541,7,37,"Strongly Agree","statements",50,"A few times a year","Most months","Male","Undergraduate degree (BSc, BA)",4,"Non_vegan","I value taste of animal products over morals",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Anti",7,298,143,"Against","PRO",1,0,1,0,0,1,1
41,1647017966164,"11/03/2022 16:59:26",6023541,7,39,"Somewhat Agree","statements",49,"A few times a year","Once or twice a year","Female","Postgraduate degree (MSc, MA, MPhil)",5,"Non_vegan","but chicken (I like meat)",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Strongly Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Agree","Anti",5,293,143,"Against","PRO",1,0,1,0,0,0,1
42,1647017966164,"11/03/2022 16:59:26",6023541,7,40,"Somewhat Agree","statements",42,"Rarely","Most weeks","Female","A levels",6,"Non_vegan","I think it's too extreme and find vegans too preachy. ",NA,"Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Agree",NA,NA,NA,"Agree","Somewhat Disagree","Somewhat Agree","Anti",5,252,143,"Against","PRO",1,0,1,0,0,0,1
43,1647017966164,"11/03/2022 16:59:26",6023541,7,41,"Agree","statements",47,"Rarely","Once or twice a year","Female","Undergraduate degree (BSc, BA)",5,"Non_vegan","Humans are carnivores",NA,"Neither Agree nor Disagree",NA,NA,NA,"Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Disagree","Disagree","Anti",6,281,143,"Against","PRO",1,0,1,0,0,1,1
49,1647017966164,"11/03/2022 16:59:26",6023541,7,47,"Strongly Agree","statements",43,"Most months","Most months","Female","A levels",5,"Non_vegan","I like animal products",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Agree","Somewhat Agree","Somewhat Disagree","Anti",7,257,143,"Against","PRO",1,0,1,0,0,1,1
50,1647017966164,"11/03/2022 16:59:26",6023541,7,48,"Somewhat Agree","statements",50,"A few times a year","Most months","Male","Undergraduate degree (BSc, BA)",6,"Non_vegan","People have eaten meat for a long time",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Anti",5,300,143,"Against","PRO",1,0,1,0,0,0,1
54,1647017975512,"11/03/2022 16:59:35",6023541,7,52,"Neither Agree nor Disagree","statements",50,"A few times a year","Most months","Male","Undergraduate degree (BSc, BA)",5,"Non_vegan","I want to support traditional practices",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Anti",4,299,143,"Against","PRO",1,0,1,0,0,0,1
57,1647017988672,"11/03/2022 16:59:48",6023541,7,55,"Agree","statements",44,"Once or twice a year","Rarely","Female","Undergraduate degree (BSc, BA)",5,"Non_vegan","I don't have my food cupboards set up to be vegan.",NA,"Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Somewhat Agree","Disagree","Disagree","Anti",6,263,143,"Against","PRO",1,0,1,0,0,1,1
58,1647017990893,"11/03/2022 16:59:50",6023541,7,56,"Agree","statements",43,"Most months","Most months","Female","A levels",4,"Non_vegan","my body needs meat",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Agree","Somewhat Agree","Somewhat Disagree","Anti",6,256,143,"Against","PRO",1,0,1,0,0,1,1
59,1647017995783,"11/03/2022 16:59:55",6023541,7,57,"Somewhat Agree","statements",49,"A few times a year","Once or twice a year","Female","Postgraduate degree (MSc, MA, MPhil)",4,"Non_vegan","it's too time consuming",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Strongly Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Agree","Anti",5,292,143,"Against","PRO",1,0,1,0,0,0,1
63,1647018015147,"11/03/2022 17:00:15",6023541,7,61,"Strongly Agree","statements",41,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",5,"Non_vegan","I don't want to eat only grass.",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",7,245,143,"Against","PRO",1,0,1,0,0,1,1
4,1647017763964,"11/03/2022 16:56:03",6023551,7,2,"Somewhat Agree","statements",41,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",4,"Non_vegan","Meat is important for us and people have been eating it for years.",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",5,244,144,"Against","PRO",1,0,1,0,0,0,1
6,1647017773405,"11/03/2022 16:56:13",6023551,7,4,"Strongly Agree","statements",49,"A few times a year","Once or twice a year","Female","Postgraduate degree (MSc, MA, MPhil)",6,"Non_vegan","I couldn't give up cheese",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Strongly Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Agree","Anti",7,294,144,"Against","PRO",1,0,1,0,0,1,1
7,1647017780262,"11/03/2022 16:56:20",6023551,7,5,"Somewhat Disagree","statements",45,"A few times a year","A few times a year","Non-binary","Undergraduate degree (BSc, BA)",4,"Non_vegan","I think I can't get enough protein on a vegan diet",NA,"Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Anti",3,268,144,"Against","PRO",1,0,1,0,0,0,0
8,1647017782210,"11/03/2022 16:56:22",6023551,7,6,"Neither Agree nor Disagree","statements",50,"A few times a year","Most months","Male","Undergraduate degree (BSc, BA)",5,"Non_vegan","I want to support traditional practices",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Anti",4,299,144,"Against","PRO",1,0,1,0,0,0,1
11,1647017794577,"11/03/2022 16:56:34",6023551,7,9,"Somewhat Agree","statements",49,"A few times a year","Once or twice a year","Female","Postgraduate degree (MSc, MA, MPhil)",4,"Non_vegan","it's too time consuming",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Strongly Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Agree","Anti",5,292,144,"Against","PRO",1,0,1,0,0,0,1
13,1647017802000,"11/03/2022 16:56:42",6023551,7,11,"Somewhat Disagree","statements",46,"Most weeks","Most weeks","Female","Undergraduate degree (BSc, BA)",6,"Non_vegan","Its too expensive to eat vegan",NA,"Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Disagree","Anti",3,276,144,"Against","PRO",1,0,1,0,0,0,0
14,1647017805971,"11/03/2022 16:56:45",6023551,7,12,"Somewhat Disagree","statements",48,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",6,"Non_vegan","It's expensive to be vegan",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Somewhat Agree","Anti",3,288,144,"Against","PRO",1,0,1,0,0,0,0
15,1647017816271,"11/03/2022 16:56:56",6023551,7,13,"Strongly Agree","statements",45,"A few times a year","A few times a year","Non-binary","Undergraduate degree (BSc, BA)",6,"Non_vegan","it's easier to eat at a restaurant or buy ready-to-eat food when you are not vegan",NA,"Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Anti",7,270,144,"Against","PRO",1,0,1,0,0,1,1
20,1647017843877,"11/03/2022 16:57:23",6023551,7,18,"Neither Agree nor Disagree","statements",50,"A few times a year","Most months","Male","Undergraduate degree (BSc, BA)",6,"Non_vegan","People have eaten meat for a long time",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Anti",4,300,144,"Against","PRO",1,0,1,0,0,0,1
22,1647017853228,"11/03/2022 16:57:33",6023551,7,20,"Strongly Agree","statements",46,"Most weeks","Most weeks","Female","Undergraduate degree (BSc, BA)",4,"Non_vegan","Animal products have better flavor",NA,"Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Disagree","Anti",7,274,144,"Against","PRO",1,0,1,0,0,1,1
26,1647017873321,"11/03/2022 16:57:53",6023551,7,24,"Disagree","statements",48,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",4,"Non_vegan","Animals are well looked after",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Somewhat Agree","Anti",2,286,144,"Against","PRO",1,0,1,0,0,0,0
27,1647017874587,"11/03/2022 16:57:54",6023551,7,25,"Disagree","statements",41,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",6,"Non_vegan","A vegan diet is tasteless.",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",2,246,144,"Against","PRO",1,0,1,0,0,0,0
29,1647017881966,"11/03/2022 16:58:01",6023551,7,27,"Neither Agree nor Disagree","statements",47,"Rarely","Once or twice a year","Female","Undergraduate degree (BSc, BA)",5,"Non_vegan","Humans are carnivores",NA,"Neither Agree nor Disagree",NA,NA,NA,"Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Disagree","Disagree","Anti",4,281,144,"Against","PRO",1,0,1,0,0,0,1
32,1647017892518,"11/03/2022 16:58:12",6023551,7,30,"Strongly Disagree","statements",45,"A few times a year","A few times a year","Non-binary","Undergraduate degree (BSc, BA)",5,"Non_vegan","I tried to eat plant based food once and felt sick",NA,"Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Anti",1,269,144,"Against","PRO",1,0,1,0,0,0,0
33,1647017894260,"11/03/2022 16:58:14",6023551,7,31,"Strongly Agree","statements",47,"Rarely","Once or twice a year","Female","Undergraduate degree (BSc, BA)",4,"Non_vegan","I love bacon ",NA,"Neither Agree nor Disagree",NA,NA,NA,"Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Disagree","Disagree","Anti",7,280,144,"Against","PRO",1,0,1,0,0,1,1
34,1647017897047,"11/03/2022 16:58:17",6023551,7,32,"Strongly Agree","statements",42,"Rarely","Most weeks","Female","A levels",5,"Non_vegan","I couldn't possibly live without dairy/eggs/bacon and/or other meat.",NA,"Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Agree",NA,NA,NA,"Agree","Somewhat Disagree","Somewhat Agree","Anti",7,251,144,"Against","PRO",1,0,1,0,0,1,1
35,1647017939865,"11/03/2022 16:58:59",6023551,7,33,"Strongly Disagree","statements",44,"Once or twice a year","Rarely","Female","Undergraduate degree (BSc, BA)",6,"Non_vegan","Other members of my household wouldn't like it. ",NA,"Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Somewhat Agree","Disagree","Disagree","Anti",1,264,144,"Against","PRO",1,0,1,0,0,0,0
37,1647017939865,"11/03/2022 16:58:59",6023551,7,35,"Disagree","statements",48,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",5,"Non_vegan","I need meat to survive otherwise I feel hungry",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Disagree","Somewhat Agree","Anti",2,287,144,"Against","PRO",1,0,1,0,0,0,0
38,1647017939865,"11/03/2022 16:58:59",6023551,7,36,"Somewhat Disagree","statements",42,"Rarely","Most weeks","Female","A levels",6,"Non_vegan","I think it's too extreme and find vegans too preachy. ",NA,"Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Agree",NA,NA,NA,"Agree","Somewhat Disagree","Somewhat Agree","Anti",3,252,144,"Against","PRO",1,0,1,0,0,0,0
39,1647017939865,"11/03/2022 16:58:59",6023551,7,37,"Disagree","statements",41,"Most months","Most weeks","Male","Undergraduate degree (BSc, BA)",5,"Non_vegan","I don't want to eat only grass.",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",2,245,144,"Against","PRO",1,0,1,0,0,0,0
41,1647017940255,"11/03/2022 16:59:00",6023551,7,39,"Neither Agree nor Disagree","statements",46,"Most weeks","Most weeks","Female","Undergraduate degree (BSc, BA)",5,"Non_vegan","Animals's purpose is to be eaten",NA,"Somewhat Disagree",NA,NA,NA,"Strongly Disagree","Disagree","Neither Agree nor Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Disagree","Anti",4,275,144,"Against","PRO",1,0,1,0,0,0,1
43,1647017940255,"11/03/2022 16:59:00",6023551,7,41,"Strongly Agree","statements",49,"A few times a year","Once or twice a year","Female","Postgraduate degree (MSc, MA, MPhil)",5,"Non_vegan","but chicken (I like meat)",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Strongly Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Agree","Anti",7,293,144,"Against","PRO",1,0,1,0,0,1,1
47,1647017958080,"11/03/2022 16:59:18",6023551,7,45,"Somewhat Agree","statements",50,"A few times a year","Most months","Male","Undergraduate degree (BSc, BA)",4,"Non_vegan","I value taste of animal products over morals",NA,"Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Anti",5,298,144,"Against","PRO",1,0,1,0,0,0,1
48,1647017959116,"11/03/2022 16:59:19",6023551,7,46,"Agree","statements",43,"Most months","Most months","Female","A levels",4,"Non_vegan","my body needs meat",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Agree","Somewhat Agree","Somewhat Disagree","Anti",6,256,144,"Against","PRO",1,0,1,0,0,1,1
52,1647017972248,"11/03/2022 16:59:32",6023551,7,50,"Strongly Agree","statements",43,"Most months","Most months","Female","A levels",5,"Non_vegan","I like animal products",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Agree","Somewhat Agree","Somewhat Disagree","Anti",7,257,144,"Against","PRO",1,0,1,0,0,1,1
53,1647017977113,"11/03/2022 16:59:37",6023551,7,51,"Strongly Agree","statements",44,"Once or twice a year","Rarely","Female","Undergraduate degree (BSc, BA)",4,"Non_vegan","I wouldn't get enough protein if I was vegan.",NA,"Somewhat Agree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Somewhat Agree","Disagree","Disagree","Anti",7,262,144,"Against","PRO",1,0,1,0,0,1,1
54,1647017977865,"11/03/2022 16:59:37",6023551,7,52,"Disagree","statements",43,"Most months","Most months","Female","A levels",6,"Non_vegan","Habit, tradition, it's always been like this",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree",NA,NA,NA,"Agree","Somewhat Agree","Somewhat Disagree","Anti",2,258,144,"Against","PRO",1,0,1,0,0,0,0
