"Event.Index","UTC.Timestamp","UTC.Date","Participant.Private.ID","Task.Version","Trial.Number","Response","display","ARGUER_ID","discuss_1","read_1","age","gender","edu","argument_ID","Arg_Position","Arguments","stanely_L","stanley_R","intellectual_R_1","intellectual_R_2","intellectual_R_3","intellectual_L_1","intellectual_L_2","intellectual_L_3","morality_R_1","morality_R_2","morality_R_3","morality_L_1","morality_L_2","morality_L_3","rater_position","response_ratings","argument_index","Rater_ID","argument_Position","Arguer_Position","ITT_Condition_ProArguers","ITT_Condition_AntiArguers","ITT_cond","ITT_Baseline_ProArguers","ITT_Baseline_AntiArguers","passedITT","passed_relative_ITT"
44,1651571243204,"03/05/2022 09:47:23",6396417,4,42,"Strongly Disagree","statements",64,"Never","Never",48,"Female","A levels",6,"Remain","A sense of unity and partnership with all the European countries involved. The EU would eliminate conflicts between countries as there has been in the past","Somewhat Agree",NA,"Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Anti",1,384,68,"Against","PRO",1,0,1,0,0,0,0
48,1651571254854,"03/05/2022 09:47:34",6396417,4,46,"Somewhat Agree","statements",63,"Most months","Most weeks",61,"Male","Postgraduate degree (MSc, MA, MPhil)",5,"Remain","Fear of the economic consequences of leaving","Agree",NA,"Disagree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Anti",5,377,68,"Against","PRO",1,0,1,0,0,0,1
49,1651571257415,"03/05/2022 09:47:37",6396417,4,47,"Strongly Agree","statements",68,"Rarely","Once or twice a year",54,"Female","Vocational Training / Apprenticeship",6,"Remain","We need people from EU to work here","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",7,408,68,"Against","PRO",1,0,1,0,0,1,1
52,1651571267565,"03/05/2022 09:47:47",6396417,4,50,"Strongly Agree","statements",68,"Rarely","Once or twice a year",54,"Female","Vocational Training / Apprenticeship",4,"Remain","It is better to be in a group rather than independent ","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",7,406,68,"Against","PRO",1,0,1,0,0,1,1
53,1651571269458,"03/05/2022 09:47:49",6396417,4,51,"Strongly Agree","statements",70,"Rarely","Rarely",30,"Female","A levels",4,"Remain","have stronger allis with the EU","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",7,418,68,"Against","PRO",1,0,1,0,0,1,1
55,1651571276208,"03/05/2022 09:47:56",6396417,4,53,"Strongly Agree","statements",66,"Never","Once or twice a year",50,"Male","Undergraduate degree (BSc, BA)",4,"Remain","UK is part of Europe","Somewhat Agree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",7,394,68,"Against","PRO",1,0,1,0,0,1,1
58,1651571287792,"03/05/2022 09:48:07",6396417,4,56,"Agree","statements",61,"Never","Never",68,"Female","No formal qualifications",4,"Remain","I am scared of change and just want to stay how we are ","Neither Agree nor Disagree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",6,364,68,"Against","PRO",1,0,1,0,0,1,1
60,1651571292690,"03/05/2022 09:48:12",6396417,4,58,"Strongly Agree","statements",65,"A few times a year","A few times a year",59,"Female","Undergraduate degree (BSc, BA)",4,"Remain","Business. Protecting flow of business between European countries.","Somewhat Agree",NA,"Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Anti",7,388,68,"Against","PRO",1,0,1,0,0,1,1
61,1651571296823,"03/05/2022 09:48:16",6396417,4,59,"Strongly Agree","statements",64,"Never","Never",48,"Female","A levels",5,"Remain","Freedom for people to live and move anywhere in Europe ","Somewhat Agree",NA,"Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Anti",7,383,68,"Against","PRO",1,0,1,0,0,1,1
64,1651571305507,"03/05/2022 09:48:25",6396417,4,62,"Neither Agree nor Disagree","statements",62,"Rarely","Most days",54,"Male","GCSEs",6,"Remain","The EU would have helped the farmers a lot better ","Strongly agree",NA,"Neither Agree nor Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",4,372,68,"Against","PRO",1,0,1,0,0,0,0
4,1651572723575,"03/05/2022 10:12:03",6396719,4,2,"Agree","statements",61,"Never","Never",68,"Female","No formal qualifications",5,"Remain","very worried about the cost of trade and weather it would make more sence to stay how we are","Neither Agree nor Disagree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",6,365,69,"Against","PRO",1,0,1,0,0,1,1
6,1651572731753,"03/05/2022 10:12:11",6396719,4,4,"Disagree","statements",69,"Once or twice a year","Rarely",28,"Female","Undergraduate degree (BSc, BA)",4,"Remain","More security with EU support","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Agree",NA,NA,NA,"Anti",2,412,69,"Against","PRO",1,0,1,0,0,0,0
7,1651572737168,"03/05/2022 10:12:17",6396719,4,5,"Strongly Agree","statements",70,"Rarely","Rarely",30,"Female","A levels",6,"Remain","Freedom of movement and easier travel to EU contries","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",7,420,69,"Against","PRO",1,0,1,0,0,1,1
10,1651572747008,"03/05/2022 10:12:27",6396719,4,8,"Agree","statements",67,"Rarely","A few times a year",33,"Female","GCSEs",4,"Remain","I think the system is working as it is ","Neither Agree nor Disagree",NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",6,400,69,"Against","PRO",1,0,1,0,0,1,1
14,1651572762574,"03/05/2022 10:12:42",6396719,4,12,"Strongly Disagree","statements",64,"Never","Never",48,"Female","A levels",4,"Remain","More peaceful relationship with other European countries","Somewhat Agree",NA,"Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Anti",1,382,69,"Against","PRO",1,0,1,0,0,0,0
15,1651572765106,"03/05/2022 10:12:45",6396719,4,13,"Agree","statements",63,"Most months","Most weeks",61,"Male","Postgraduate degree (MSc, MA, MPhil)",5,"Remain","Fear of the economic consequences of leaving","Agree",NA,"Disagree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Anti",6,377,69,"Against","PRO",1,0,1,0,0,1,1
16,1651572769312,"03/05/2022 10:12:49",6396719,4,14,"Strongly Disagree","statements",62,"Rarely","Most days",54,"Male","GCSEs",4,"Remain","We are far better of in the EU because of our human rights","Strongly agree",NA,"Neither Agree nor Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",1,370,69,"Against","PRO",1,0,1,0,0,0,0
17,1651572771619,"03/05/2022 10:12:51",6396719,4,15,"Agree","statements",67,"Rarely","A few times a year",33,"Female","GCSEs",5,"Remain","The EU provides a lot of jobs ","Neither Agree nor Disagree",NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",6,401,69,"Against","PRO",1,0,1,0,0,1,1
18,1651572776338,"03/05/2022 10:12:56",6396719,4,16,"Strongly Disagree","statements",62,"Rarely","Most days",54,"Male","GCSEs",5,"Remain","EU would not let UK government put up the gas prices by 53 percent ","Strongly agree",NA,"Neither Agree nor Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",1,371,69,"Against","PRO",1,0,1,0,0,0,0
19,1651572780690,"03/05/2022 10:13:00",6396719,4,17,"Agree","statements",63,"Most months","Most weeks",61,"Male","Postgraduate degree (MSc, MA, MPhil)",6,"Remain","Much harder to trade with Europe outside","Agree",NA,"Disagree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Anti",6,378,69,"Against","PRO",1,0,1,0,0,1,1
20,1651572784029,"03/05/2022 10:13:04",6396719,4,18,"Disagree","statements",62,"Rarely","Most days",54,"Male","GCSEs",6,"Remain","The EU would have helped the farmers a lot better ","Strongly agree",NA,"Neither Agree nor Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",2,372,69,"Against","PRO",1,0,1,0,0,0,0
23,1651572794257,"03/05/2022 10:13:14",6396719,4,21,"Somewhat Disagree","statements",66,"Never","Once or twice a year",50,"Male","Undergraduate degree (BSc, BA)",6,"Remain","Stable economic trade deal","Somewhat Agree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",3,396,69,"Against","PRO",1,0,1,0,0,0,0
24,1651572797020,"03/05/2022 10:13:17",6396719,4,22,"Strongly Disagree","statements",61,"Never","Never",68,"Female","No formal qualifications",4,"Remain","I am scared of change and just want to stay how we are ","Neither Agree nor Disagree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",1,364,69,"Against","PRO",1,0,1,0,0,0,0
25,1651572802353,"03/05/2022 10:13:22",6396719,4,23,"Disagree","statements",64,"Never","Never",48,"Female","A levels",6,"Remain","A sense of unity and partnership with all the European countries involved. The EU would eliminate conflicts between countries as there has been in the past","Somewhat Agree",NA,"Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Anti",2,384,69,"Against","PRO",1,0,1,0,0,0,0
28,1651572811611,"03/05/2022 10:13:31",6396719,4,26,"Strongly Agree","statements",66,"Never","Once or twice a year",50,"Male","Undergraduate degree (BSc, BA)",5,"Remain","Convenient for travel","Somewhat Agree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",7,395,69,"Against","PRO",1,0,1,0,0,1,1
32,1651572830707,"03/05/2022 10:13:50",6396719,4,30,"Disagree","statements",68,"Rarely","Once or twice a year",54,"Female","Vocational Training / Apprenticeship",4,"Remain","It is better to be in a group rather than independent ","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",2,406,69,"Against","PRO",1,0,1,0,0,0,0
40,1651572873001,"03/05/2022 10:14:33",6396719,4,38,"Agree","statements",65,"A few times a year","A few times a year",59,"Female","Undergraduate degree (BSc, BA)",5,"Remain","Jobs open to European countries to fill up vacancies here.","Somewhat Agree",NA,"Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Anti",6,389,69,"Against","PRO",1,0,1,0,0,1,1
41,1651572875499,"03/05/2022 10:14:35",6396719,4,39,"Agree","statements",69,"Once or twice a year","Rarely",28,"Female","Undergraduate degree (BSc, BA)",6,"Remain","Guarantees on trade with the EU","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Agree",NA,NA,NA,"Anti",6,414,69,"Against","PRO",1,0,1,0,0,1,1
43,1651572887722,"03/05/2022 10:14:47",6396719,4,41,"Neither Agree nor Disagree","statements",70,"Rarely","Rarely",30,"Female","A levels",5,"Remain","easier trade agreements with EU","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",4,419,69,"Against","PRO",1,0,1,0,0,0,0
44,1651572891663,"03/05/2022 10:14:51",6396719,4,42,"Agree","statements",65,"A few times a year","A few times a year",59,"Female","Undergraduate degree (BSc, BA)",6,"Remain","Free movement in European countries & we can be an ally for any safety.","Somewhat Agree",NA,"Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Anti",6,390,69,"Against","PRO",1,0,1,0,0,1,1
45,1651572893647,"03/05/2022 10:14:53",6396719,4,43,"Strongly Agree","statements",66,"Never","Once or twice a year",50,"Male","Undergraduate degree (BSc, BA)",4,"Remain","UK is part of Europe","Somewhat Agree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",7,394,69,"Against","PRO",1,0,1,0,0,1,1
47,1651572901477,"03/05/2022 10:15:01",6396719,4,45,"Neither Agree nor Disagree","statements",67,"Rarely","A few times a year",33,"Female","GCSEs",6,"Remain","The EU gives money back in some ways ","Neither Agree nor Disagree",NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",4,402,69,"Against","PRO",1,0,1,0,0,0,0
48,1651572903149,"03/05/2022 10:15:03",6396719,4,46,"Strongly Agree","statements",69,"Once or twice a year","Rarely",28,"Female","Undergraduate degree (BSc, BA)",5,"Remain","The freedom of movement","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Agree",NA,NA,NA,"Anti",7,413,69,"Against","PRO",1,0,1,0,0,1,1
50,1651572915252,"03/05/2022 10:15:15",6396719,4,48,"Agree","statements",65,"A few times a year","A few times a year",59,"Female","Undergraduate degree (BSc, BA)",4,"Remain","Business. Protecting flow of business between European countries.","Somewhat Agree",NA,"Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Anti",6,388,69,"Against","PRO",1,0,1,0,0,1,1
53,1651572925723,"03/05/2022 10:15:25",6396719,4,51,"Agree","statements",63,"Most months","Most weeks",61,"Male","Postgraduate degree (MSc, MA, MPhil)",4,"Remain","cheap holidays all over europe","Agree",NA,"Disagree","Somewhat Disagree","Neither Agree nor Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Anti",6,376,69,"Against","PRO",1,0,1,0,0,1,1
54,1651572931703,"03/05/2022 10:15:31",6396719,4,52,"Agree","statements",61,"Never","Never",68,"Female","No formal qualifications",6,"Remain","thinking about the cost of everything , it might make it harder to for us to buy things","Neither Agree nor Disagree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",6,366,69,"Against","PRO",1,0,1,0,0,1,1
58,1651572949050,"03/05/2022 10:15:49",6396719,4,56,"Strongly Agree","statements",64,"Never","Never",48,"Female","A levels",5,"Remain","Freedom for people to live and move anywhere in Europe ","Somewhat Agree",NA,"Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Anti",7,383,69,"Against","PRO",1,0,1,0,0,1,1
59,1651572951844,"03/05/2022 10:15:51",6396719,4,57,"Agree","statements",68,"Rarely","Once or twice a year",54,"Female","Vocational Training / Apprenticeship",6,"Remain","We need people from EU to work here","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",6,408,69,"Against","PRO",1,0,1,0,0,1,1
61,1651572955911,"03/05/2022 10:15:55",6396719,4,59,"Agree","statements",70,"Rarely","Rarely",30,"Female","A levels",4,"Remain","have stronger allis with the EU","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",6,418,69,"Against","PRO",1,0,1,0,0,1,1
62,1651572961063,"03/05/2022 10:16:01",6396719,4,60,"Strongly Agree","statements",68,"Rarely","Once or twice a year",54,"Female","Vocational Training / Apprenticeship",5,"Remain","We can freely trade which saves so much money/paperwork ","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",7,407,69,"Against","PRO",1,0,1,0,0,1,1
3,1651658548396,"04/05/2022 10:02:28",6404160,4,1,"Strongly Agree","statements",62,"Rarely","Most days",54,"Male","GCSEs",4,"Remain","We are far better of in the EU because of our human rights","Strongly agree",NA,"Neither Agree nor Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",7,370,70,"Against","PRO",1,0,1,0,0,1,1
4,1651658555555,"04/05/2022 10:02:35",6404160,4,2,"Disagree","statements",68,"Rarely","Once or twice a year",54,"Female","Vocational Training / Apprenticeship",5,"Remain","We can freely trade which saves so much money/paperwork ","Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",2,407,70,"Against","PRO",1,0,1,0,0,0,0
5,1651658560569,"04/05/2022 10:02:40",6404160,4,3,"Agree","statements",66,"Never","Once or twice a year",50,"Male","Undergraduate degree (BSc, BA)",6,"Remain","Stable economic trade deal","Somewhat Agree",NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",6,396,70,"Against","PRO",1,0,1,0,0,1,1
6,1651658564855,"04/05/2022 10:02:44",6404160,4,4,"Strongly Agree","statements",70,"Rarely","Rarely",30,"Female","A levels",5,"Remain","easier trade agreements with EU","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",7,419,70,"Against","PRO",1,0,1,0,0,1,1
7,1651658566322,"04/05/2022 10:02:46",6404160,4,5,"Strongly Agree","statements",70,"Rarely","Rarely",30,"Female","A levels",6,"Remain","Freedom of movement and easier travel to EU contries","Neither Agree nor Disagree",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Anti",7,420,70,"Against","PRO",1,0,1,0,0,1,1
8,1651658567775,"04/05/2022 10:02:47",6404160,4,6,"Strongly Agree","statements",69,"Once or twice a year","Rarely",28,"Female","Undergraduate degree (BSc, BA)",4,"Remain","More security with EU support","Somewhat Agree",NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Agree",NA,NA,NA,"Anti",7,412,70,"Against","PRO",1,0,1,0,0,1,1
9,1651658574996,"04/05/2022 10:02:54",6404160,4,7,"Strongly Agree","statements",64,"Never","Never",48,"Female","A levels",4,"Remain","More peaceful relationship with other European countries","Somewhat Agree",NA,"Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Anti",7,382,70,"Against","PRO",1,0,1,0,0,1,1
11,1651658578188,"04/05/2022 10:02:58",6404160,4,9,"Strongly Agree","statements",64,"Never","Never",48,"Female","A levels",6,"Remain","A sense of unity and partnership with all the European countries involved. The EU would eliminate conflicts between countries as there has been in the past","Somewhat Agree",NA,"Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Disagree",NA,NA,NA,"Anti",7,384,70,"Against","PRO",1,0,1,0,0,1,1
