"Event.Index","UTC.Timestamp","UTC.Date","Participant.Private.ID","Task.Version","Trial.Number","Response","display","ARGUER_ID","discuss_1","read_1","age","gender","edu","argument_ID","Arg_Position","Arguments","stanely_L","stanley_R","intellectual_R_1","intellectual_R_2","intellectual_R_3","intellectual_L_1","intellectual_L_2","intellectual_L_3","morality_R_1","morality_R_2","morality_R_3","morality_L_1","morality_L_2","morality_L_3","rater_position","response_ratings","argument_index","Rater_ID","argument_Position","Arguer_Position","ITT_Condition_ProArguers","ITT_Condition_AntiArguers","ITT_cond","ITT_Baseline_ProArguers","ITT_Baseline_AntiArguers"
29,1652098001839,"09/05/2022 12:06:41",6433368,4,27,"Somewhat Disagree","statements",68,"Rarely","Rarely",25,"Female","Undergraduate degree (BSc, BA)",6,"Remain","Northern Ireland has suffered loss of trade even from the GB because of brexit",NA,"Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Anti",3,1008,270,"Against","ANTI",0,0,0,0,1
30,1652098004756,"09/05/2022 12:06:44",6433368,4,28,"Somewhat Agree","statements",67,"Once or twice a year","Most months",57,"Female","Undergraduate degree (BSc, BA)",5,"Remain","freedom of movement throughout EU",NA,"Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Anti",5,1001,270,"Against","ANTI",0,0,0,0,1
36,1652098023237,"09/05/2022 12:07:03",6433368,4,34,"Agree","statements",66,"Never","A few times a year",41,"Male","Postgraduate degree (MSc, MA, MPhil)",5,"Remain","Strong trade agreements between member countries",NA,"Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",6,995,270,"Against","ANTI",0,0,0,0,1
40,1652098034608,"09/05/2022 12:07:14",6433368,4,38,"Somewhat Agree","statements",62,"Once or twice a year","Most weeks",30,"Male","Undergraduate degree (BSc, BA)",5,"Remain","Solving trade restrictions for food and other perishable.",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Agree",NA,NA,NA,"Somewhat Agree","Agree","Neither Agree nor Disagree","Anti",5,971,270,"Against","ANTI",0,0,0,0,1
46,1652098060194,"09/05/2022 12:07:40",6433368,4,44,"Neither Agree nor Disagree","statements",63,"Rarely","Rarely",23,"Female","Undergraduate degree (BSc, BA)",5,"Remain","There are more job opportunities",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",4,977,270,"Against","ANTI",0,0,0,0,1
47,1652098064329,"09/05/2022 12:07:44",6433368,4,45,"Disagree","statements",62,"Once or twice a year","Most weeks",30,"Male","Undergraduate degree (BSc, BA)",4,"Remain","To save consumers from being scammed in the future",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Agree","Strongly Agree","Agree",NA,NA,NA,"Somewhat Agree","Agree","Neither Agree nor Disagree","Anti",2,970,270,"Against","ANTI",0,0,0,0,1
48,1652098069608,"09/05/2022 12:07:49",6433368,4,46,"Somewhat Disagree","statements",69,"Rarely","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"Remain","Remain under European Court of Human Rights, so equality continues to be key.",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Somewhat Agree","Anti",3,1014,270,"Against","ANTI",0,0,0,0,1
49,1652098076553,"09/05/2022 12:07:56",6433368,4,47,"Neither Agree nor Disagree","statements",66,"Never","A few times a year",41,"Male","Postgraduate degree (MSc, MA, MPhil)",6,"Remain","Economic benefits for multiple ventures made available through central funding",NA,"Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",4,996,270,"Against","ANTI",0,0,0,0,1
51,1652098085314,"09/05/2022 12:08:05",6433368,4,49,"Somewhat Disagree","statements",61,"Once or twice a year","Rarely",63,"Female","Undergraduate degree (BSc, BA)",4,"Remain","More jobs in Finance Law etc being part Europe",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",3,964,270,"Against","ANTI",0,0,0,0,1
53,1652098096446,"09/05/2022 12:08:16",6433368,4,51,"Somewhat Agree","statements",68,"Rarely","Rarely",25,"Female","Undergraduate degree (BSc, BA)",5,"Remain","Freedom of travel/settlement was guaranteed",NA,"Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Anti",5,1007,270,"Against","ANTI",0,0,0,0,1
54,1652098099120,"09/05/2022 12:08:19",6433368,4,52,"Agree","statements",70,"Rarely","Most weeks",37,"Female","Undergraduate degree (BSc, BA)",4,"Remain","To keep up the good relations across Europe",NA,"Strongly Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",6,1018,270,"Against","ANTI",0,0,0,0,1
56,1652098107198,"09/05/2022 12:08:27",6433368,4,54,"Agree","statements",70,"Rarely","Most weeks",37,"Female","Undergraduate degree (BSc, BA)",5,"Remain","For ease of trade throughout the EU",NA,"Strongly Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",6,1019,270,"Against","ANTI",0,0,0,0,1
57,1652098109246,"09/05/2022 12:08:29",6433368,4,55,"Somewhat Agree","statements",66,"Never","A few times a year",41,"Male","Postgraduate degree (MSc, MA, MPhil)",4,"Remain","Freedom of movement within the EU",NA,"Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",5,994,270,"Against","ANTI",0,0,0,0,1
58,1652098110951,"09/05/2022 12:08:30",6433368,4,56,"Agree","statements",69,"Rarely","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"Remain","Keep our trading relationships.",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Agree","Somewhat Agree","Anti",6,1013,270,"Against","ANTI",0,0,0,0,1
59,1652098115774,"09/05/2022 12:08:35",6433368,4,57,"Neither Agree nor Disagree","statements",64,"Rarely","Rarely",39,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"Remain","Economic benefits - the European Union provides stability and shared benefits",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Anti",4,982,270,"Against","ANTI",0,0,0,0,1
63,1652098127263,"09/05/2022 12:08:47",6433368,4,61,"Somewhat Agree","statements",67,"Once or twice a year","Most months",57,"Female","Undergraduate degree (BSc, BA)",6,"Remain","Benefits of being a large single trading bloc with the rest of the world",NA,"Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Anti",5,1002,270,"Against","ANTI",0,0,0,0,1
3,1.65209e+12,"09/05/2022 09:46",6431569,4,1,"Strongly Agree","statements",79,"Most months","A few times a year",NA,"Female","Undergraduate degree (BSc, BA)",5,"Remain","travelling will be more difficult ",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Anti",7,1073,271,"Against","ANTI",0,0,0,0,1
7,1.65209e+12,"09/05/2022 09:46",6431569,4,5,"Strongly Agree","statements",78,"Rarely","Rarely",49,"Other","Undergraduate degree (BSc, BA)",4,"Remain","Strength of union - stronger together ",NA,"Agree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Anti",7,1066,271,"Against","ANTI",0,0,0,0,1
8,1.65209e+12,"09/05/2022 09:46",6431569,4,6,"Strongly Agree","statements",71,"Once or twice a year","Most months",35,"Female","Undergraduate degree (BSc, BA)",6,"Remain","Don't divide Britain. We are a multi cultural kingdom that welcomes everyone",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Disagree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Anti",7,1026,271,"Against","ANTI",0,0,0,0,1
9,1.65209e+12,"09/05/2022 09:46",6431569,4,7,"Strongly Agree","statements",77,"Rarely","Most months",57,"Female","Vocational Training / Apprenticeship",5,"Remain","better trade deals and easier travel",NA,"Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Anti",7,1061,271,"Against","ANTI",0,0,0,0,1
10,1.65209e+12,"09/05/2022 09:46",6431569,4,8,"Agree","statements",73,"Most weeks","Most months",56,"Female","Undergraduate degree (BSc, BA)",5,"Remain","European Union rules are better thought out and considered and therefore benefit us as a whole.",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",6,1037,271,"Against","ANTI",0,0,0,0,1
13,1.65209e+12,"09/05/2022 09:46",6431569,4,11,"Agree","statements",77,"Rarely","Most months",57,"Female","Vocational Training / Apprenticeship",4,"Remain","Think of themselves as european",NA,"Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Anti",6,1060,271,"Against","ANTI",0,0,0,0,1
14,1.65209e+12,"09/05/2022 09:47",6431569,4,12,"Somewhat Agree","statements",73,"Most weeks","Most months",56,"Female","Undergraduate degree (BSc, BA)",6,"Remain","The ""Great"" in Great Britain stands for large, not fabulous or fantastic and therefore we won't be Great Britain in the way you think if we leave the EU.",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",5,1038,271,"Against","ANTI",0,0,0,0,1
15,1.65209e+12,"09/05/2022 09:47",6431569,4,13,"Strongly Agree","statements",80,"Once or twice a year","A few times a year",40,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"Remain"," freedom to work in other countries.",NA,"Somewhat Disagree",NA,NA,NA,"Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",7,1079,271,"Against","ANTI",0,0,0,0,1
16,1.65209e+12,"09/05/2022 09:47",6431569,4,14,"Strongly Agree","statements",74,"A few times a year","Most months",42,"Female","A levels",6,"Remain","I see the international soft power britain exercises in europe, having more veto power and leverage than almost any other member, and that we'd lose that influence if we left",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Disagree","Somewhat Disagree","Disagree","Anti",7,1044,271,"Against","ANTI",0,0,0,0,1
19,1.65209e+12,"09/05/2022 09:47",6431569,4,17,"Strongly Agree","statements",74,"A few times a year","Most months",42,"Female","A levels",4,"Remain","They want their children to keep the ability to work across the entire continent and study abroad under the erasmus scheme",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Disagree","Somewhat Disagree","Disagree","Anti",7,1042,271,"Against","ANTI",0,0,0,0,1
20,1.65209e+12,"09/05/2022 09:47",6431569,4,18,"Strongly Agree","statements",75,"A few times a year","A few times a year",42,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"Remain","Allow EU nationals to continue living in the UK",NA,"Strongly Disagree",NA,NA,NA,"Disagree","Agree","Strongly Agree",NA,NA,NA,"Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Anti",7,1049,271,"Against","ANTI",0,0,0,0,1
23,1.65209e+12,"09/05/2022 09:47",6431569,4,21,"Strongly Agree","statements",73,"Most weeks","Most months",56,"Female","Undergraduate degree (BSc, BA)",4,"Remain","We are stronger as a union.",NA,"Disagree",NA,NA,NA,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",7,1036,271,"Against","ANTI",0,0,0,0,1
24,1.65209e+12,"09/05/2022 09:47",6431569,4,22,"Strongly Agree","statements",79,"Most months","A few times a year",NA,"Female","Undergraduate degree (BSc, BA)",6,"Remain","it'll affect our relationships with other members of the EU and how the country is perceived by the rest of the world. ",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Anti",7,1074,271,"Against","ANTI",0,0,0,0,1
30,1.65209e+12,"09/05/2022 09:47",6431569,4,28,"Strongly Agree","statements",72,"Rarely","Rarely",32,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"Remain","Being outward-looking rather than insular.",NA,"Neither Agree nor Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",7,1031,271,"Against","ANTI",0,0,0,0,1
31,1.65209e+12,"09/05/2022 09:47",6431569,4,29,"Strongly Agree","statements",75,"A few times a year","A few times a year",42,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"Remain","Maintain peace in Europe ",NA,"Strongly Disagree",NA,NA,NA,"Disagree","Agree","Strongly Agree",NA,NA,NA,"Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Anti",7,1048,271,"Against","ANTI",0,0,0,0,1
34,1.65209e+12,"09/05/2022 09:47",6431569,4,32,"Strongly Agree","statements",71,"Once or twice a year","Most months",35,"Female","Undergraduate degree (BSc, BA)",4,"Remain","Continue to be part of Europe and the EU is important",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Disagree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Anti",7,1024,271,"Against","ANTI",0,0,0,0,1
35,1.65209e+12,"09/05/2022 09:48",6431569,4,33,"Strongly Agree","statements",78,"Rarely","Rarely",49,"Other","Undergraduate degree (BSc, BA)",5,"Remain","Business and enterprise opportunity, trade flow, common regulations",NA,"Agree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Anti",7,1067,271,"Against","ANTI",0,0,0,0,1
36,1.65209e+12,"09/05/2022 09:48",6431569,4,34,"Strongly Agree","statements",72,"Rarely","Rarely",32,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"Remain","The impact on trade of being separate.",NA,"Neither Agree nor Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",7,1032,271,"Against","ANTI",0,0,0,0,1
37,1.65209e+12,"09/05/2022 09:48",6431569,4,35,"Strongly Agree","statements",71,"Once or twice a year","Most months",35,"Female","Undergraduate degree (BSc, BA)",5,"Remain","Continue to welcome people into the UK from all around Europe without visas and settled status",NA,"Strongly Disagree",NA,NA,NA,"Somewhat Disagree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Anti",7,1025,271,"Against","ANTI",0,0,0,0,1
38,1.65209e+12,"09/05/2022 09:48",6431569,4,36,"Strongly Agree","statements",75,"A few times a year","A few times a year",42,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"Remain","Continue freedom of movement between EU countries and the UK",NA,"Strongly Disagree",NA,NA,NA,"Disagree","Agree","Strongly Agree",NA,NA,NA,"Strongly Agree","Strongly Agree","Neither Agree nor Disagree","Anti",7,1050,271,"Against","ANTI",0,0,0,0,1
45,1.65209e+12,"09/05/2022 09:48",6431569,4,43,"Strongly Agree","statements",72,"Rarely","Rarely",32,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"Remain","Free movement between countries, including being able to work and live there.",NA,"Neither Agree nor Disagree",NA,NA,NA,"Disagree","Disagree","Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",7,1030,271,"Against","ANTI",0,0,0,0,1
46,1.65209e+12,"09/05/2022 09:48",6431569,4,44,"Strongly Agree","statements",79,"Most months","A few times a year",NA,"Female","Undergraduate degree (BSc, BA)",4,"Remain","It'll raise prices in the UK",NA,"Somewhat Agree",NA,NA,NA,"Disagree","Somewhat Disagree","Somewhat Disagree",NA,NA,NA,"Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Anti",7,1072,271,"Against","ANTI",0,0,0,0,1
47,1.65209e+12,"09/05/2022 09:48",6431569,4,45,"Strongly Disagree","statements",78,"Rarely","Rarely",49,"Other","Undergraduate degree (BSc, BA)",6,"Remain","Stability and streamlined processes, consistency ",NA,"Agree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Anti",1,1068,271,"Against","ANTI",0,0,0,0,1
50,1.65209e+12,"09/05/2022 09:48",6431569,4,48,"Strongly Agree","statements",77,"Rarely","Most months",57,"Female","Vocational Training / Apprenticeship",6,"Remain","support from allies when needed",NA,"Neither Agree nor Disagree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree",NA,NA,NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Anti",7,1062,271,"Against","ANTI",0,0,0,0,1
52,1.65209e+12,"09/05/2022 09:48",6431569,4,50,"Strongly Agree","statements",76,"Rarely","A few times a year",60,"Male","Doctorate (PhD)",4,"Remain","continuation of free trade",NA,"Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",7,1054,271,"Against","ANTI",0,0,0,0,1
54,1.65209e+12,"09/05/2022 09:48",6431569,4,52,"Strongly Agree","statements",76,"Rarely","A few times a year",60,"Male","Doctorate (PhD)",5,"Remain","easy travel within europe",NA,"Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",7,1055,271,"Against","ANTI",0,0,0,0,1
58,1.65209e+12,"09/05/2022 09:48",6431569,4,56,"Strongly Agree","statements",76,"Rarely","A few times a year",60,"Male","Doctorate (PhD)",6,"Remain","free movement of people",NA,"Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Somewhat Disagree",NA,NA,NA,"Disagree","Disagree","Disagree","Anti",7,1056,271,"Against","ANTI",0,0,0,0,1
59,1.65209e+12,"09/05/2022 09:49",6431569,4,57,"Strongly Agree","statements",74,"A few times a year","Most months",42,"Female","A levels",5,"Remain","I see the value for UK businesses large and small in having easy low regulation access to such a large market on their doorsteps",NA,"Somewhat Disagree",NA,NA,NA,"Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",NA,NA,NA,"Disagree","Somewhat Disagree","Disagree","Anti",7,1043,271,"Against","ANTI",0,0,0,0,1
63,1.65209e+12,"09/05/2022 09:49",6431569,4,61,"Strongly Agree","statements",80,"Once or twice a year","A few times a year",40,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"Remain","Freedom of movement between countries
",NA,"Somewhat Disagree",NA,NA,NA,"Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",7,1078,271,"Against","ANTI",0,0,0,0,1
64,1.65209e+12,"09/05/2022 09:49",6431569,4,62,"Somewhat Agree","statements",80,"Once or twice a year","A few times a year",40,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"Remain","I feel a strong sense of a European identity",NA,"Somewhat Disagree",NA,NA,NA,"Disagree","Somewhat Agree","Somewhat Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Anti",5,1080,271,"Against","ANTI",0,0,0,0,1
